Species,humanPer,mousePer,reduced_pct,mouse
Bacteroides uniformis,10.53899428,30.01423541,1.509909718,ERR1763758
Parabacteroides johnsonii,4.125263475,2.42001948,-0.769467605,ERR1763758
[Clostridium] leptum,2.815417043,1.565894958,-0.846361204,ERR1763758
Oscillibacter valericigenes,2.725082806,0.299692815,-3.184743669,ERR1763758
Bacteroides ovatus,2.408912978,16.08601184,2.739352505,ERR1763758
Bacteroides caccae,2.152965974,7.102719712,1.722046036,ERR1763758
Alistipes putredinis,1.189400783,4.135760845,1.797917832,ERR1763758
Alistipes finegoldii,0.903342367,2.727204615,1.594078168,ERR1763758
Akkermansia muciniphila,0.782896718,4.944931445,2.65905662,ERR1763758
Parasutterella excrementihominis,0.647395363,3.993406758,2.624901092,ERR1763758
[Clostridium] saccharolyticum,0.602228245,0.277215854,-1.119300606,ERR1763758
Porphyromonas catoniae,0.602228245,0.374616019,-0.684897782,ERR1763758
Alistipes shahii,0.496838302,0.142354087,-1.803292482,ERR1763758
Blautia glucerasea,0.496838302,7.207612197,3.858673088,ERR1763758
Butyricicoccus desmolans,0.406504065,0.509477785,0.325749463,ERR1763758
[Clostridium] clariflavum,0.331225534,1.783172248,2.428560268,ERR1763758
[Clostridium] viride,0.316169828,0.277215854,-0.189689934,ERR1763758
[Eubacterium] sulci,0.27100271,0.187308009,-0.532894688,ERR1763758
Anaerotruncus colihominis,0.27100271,0.382108339,0.495674464,ERR1763758
Eggerthella lenta,0.27100271,0.149846407,-0.854822783,ERR1763758
Ruminococcus sp. DSM 100440,0.240891298,0.464523863,0.947370434,ERR1763758
Christensenella minuta,0.195724179,0.179815689,-0.122303094,ERR1763758
Odoribacter splanchnicus,0.180668473,0.689293474,1.931773579,ERR1763758
Bacteroides luti,0.165612767,1.880572413,3.505286059,ERR1763758
Bacteroides uniformis,10.53899428,31.95846217,1.600460789,ERR1763759
Parabacteroides johnsonii,4.125263475,2.362755965,-0.804015635,ERR1763759
[Clostridium] leptum,2.815417043,1.35347996,-1.056675115,ERR1763759
Oscillibacter valericigenes,2.725082806,0.379207748,-2.845239724,ERR1763759
Bacteroides ovatus,2.408912978,12.8113879,2.410972594,ERR1763759
Bacteroides caccae,2.152965974,7.094101861,1.720294526,ERR1763759
Alistipes putredinis,1.189400783,4.217956945,1.826309438,ERR1763759
Alistipes finegoldii,0.903342367,2.491103203,1.463440014,ERR1763759
Akkermansia muciniphila,0.782896718,3.593722653,2.198585172,ERR1763759
Parasutterella excrementihominis,0.647395363,3.949594539,2.608985619,ERR1763759
[Clostridium] saccharolyticum,0.602228245,0.227524649,-1.404287526,ERR1763759
Porphyromonas catoniae,0.602228245,0.262528441,-1.197836649,ERR1763759
Blautia glucerasea,0.496838302,7.216615133,3.860474015,ERR1763759
Butyricicoccus desmolans,0.406504065,0.700075842,0.784241443,ERR1763759
[Clostridium] clariflavum,0.331225534,1.534332886,2.21172572,ERR1763759
[Clostridium] viride,0.316169828,0.239192579,-0.402527068,ERR1763759
[Eubacterium] sulci,0.27100271,0.215856718,-0.328233286,ERR1763759
Anaerotruncus colihominis,0.27100271,0.385041713,0.506707468,ERR1763759
Eggerthella lenta,0.27100271,0.122513272,-1.145369229,ERR1763759
Ruminococcus sp. DSM 100440,0.240891298,0.525056881,1.124091446,ERR1763759
Odoribacter splanchnicus,0.180668473,0.700075842,1.954166445,ERR1763759
Bacteroides luti,0.165612767,2.911148708,4.135702736,ERR1763759
Bacteroides uniformis,10.53899428,35.18738846,1.739321245,ERR1763760
Parabacteroides johnsonii,4.125263475,2.686892723,-0.618547544,ERR1763760
[Clostridium] leptum,2.815417043,1.031132263,-1.449119244,ERR1763760
Oscillibacter valericigenes,2.725082806,0.386674598,-2.817108171,ERR1763760
Bacteroides ovatus,2.408912978,13.67737458,2.505337144,ERR1763760
Bacteroides caccae,2.152965974,6.147134642,1.513588566,ERR1763760
Alistipes putredinis,1.189400783,3.22228832,1.437850657,ERR1763760
Alistipes finegoldii,0.903342367,2.48364069,1.459111695,ERR1763760
Akkermansia muciniphila,0.782896718,2.781082689,1.82875274,ERR1763760
Parasutterella excrementihominis,0.647395363,4.060083284,2.648790384,ERR1763760
[Clostridium] saccharolyticum,0.602228245,0.178465199,-1.754667596,ERR1763760
Porphyromonas catoniae,0.602228245,0.247868332,-1.280736408,ERR1763760
Blautia glucerasea,0.496838302,4.754114614,3.258328383,ERR1763760
Butyricicoccus desmolans,0.406504065,0.713860797,0.812372997,ERR1763760
[Clostridium] clariflavum,0.331225534,1.323616895,1.998599811,ERR1763760
[Clostridium] viride,0.316169828,0.262740432,-0.267061471,ERR1763760
[Eubacterium] sulci,0.27100271,0.163593099,-0.728195385,ERR1763760
Anaerotruncus colihominis,0.27100271,0.327186199,0.271804615,ERR1763760
Eggerthella lenta,0.27100271,0.153678366,-0.818393194,ERR1763760
Ruminococcus sp. DSM 100440,0.240891298,0.495736665,1.041191687,ERR1763760
Christensenella minuta,0.195724179,0.148720999,-0.396213625,ERR1763760
Odoribacter splanchnicus,0.180668473,0.649415031,1.845795998,ERR1763760
Bacteroides luti,0.165612767,3.450327186,4.380847375,ERR1763760
Bacteroides uniformis,10.53899428,37.04612365,1.813585394,ERR1763761
Parabacteroides johnsonii,4.125263475,3.601570167,-0.195860254,ERR1763761
[Clostridium] leptum,2.815417043,1.099116781,-1.357003961,ERR1763761
Oscillibacter valericigenes,2.725082806,0.461236506,-2.562721459,ERR1763761
Bacteroides ovatus,2.408912978,14.27870461,2.567410919,ERR1763761
Bacteroides caccae,2.152965974,6.830225711,1.665607736,ERR1763761
Alistipes putredinis,1.189400783,3.434739941,1.52996594,ERR1763761
Alistipes finegoldii,0.903342367,2.767419038,1.615196333,ERR1763761
Akkermansia muciniphila,0.782896718,3.24828263,2.052783265,ERR1763761
Parasutterella excrementihominis,0.647395363,4.023552502,2.635750921,ERR1763761
[Clostridium] saccharolyticum,0.602228245,0.14720314,-2.032501923,ERR1763761
Porphyromonas catoniae,0.602228245,0.314033366,-0.939392518,ERR1763761
Alistipes shahii,0.496838302,0.117762512,-2.076896042,ERR1763761
Blautia glucerasea,0.496838302,2.531894014,2.349368713,ERR1763761
Butyricicoccus desmolans,0.406504065,0.853778214,1.07059157,ERR1763761
[Clostridium] clariflavum,0.331225534,0.76545633,1.208506177,ERR1763761
[Eubacterium] sulci,0.27100271,0.225711482,-0.263827469,ERR1763761
Anaerotruncus colihominis,0.27100271,0.235525025,-0.202426924,ERR1763761
Eggerthella lenta,0.27100271,0.127576055,-1.086949707,ERR1763761
Ruminococcus sp. DSM 100440,0.240891298,0.294406281,0.289426172,ERR1763761
Christensenella minuta,0.195724179,0.14720314,-0.411013546,ERR1763761
Odoribacter splanchnicus,0.180668473,0.775269872,2.101353824,ERR1763761
Bacteroides luti,0.165612767,2.355250245,3.829994553,ERR1763761
Bacteroides uniformis,10.53899428,21.41442716,1.022845886,ERR1763762
Parabacteroides johnsonii,4.125263475,2.524752475,-0.708344311,ERR1763762
[Clostridium] leptum,2.815417043,1.096181047,-1.360862547,ERR1763762
Oscillibacter valericigenes,2.725082806,0.26874116,-3.342010866,ERR1763762
Bacteroides ovatus,2.408912978,3.041018388,0.336172263,ERR1763762
Blautia obeum,2.273411623,0.480905233,-2.24103439,ERR1763762
Bacteroides caccae,2.152965974,6.294200849,1.547697697,ERR1763762
[Clostridium] neopropionicum,1.505570611,0.190947666,-2.97906118,ERR1763762
Alistipes putredinis,1.189400783,4.420084866,1.893839139,ERR1763762
Alistipes finegoldii,0.903342367,1.244695898,0.462448531,ERR1763762
Akkermansia muciniphila,0.782896718,6.881188119,3.135763784,ERR1763762
Blautia coccoides,0.707618187,0.212164074,-1.737790748,ERR1763762
Parasutterella excrementihominis,0.647395363,4.738330976,2.871660038,ERR1763762
Porphyromonas catoniae,0.602228245,0.282885431,-1.090092492,ERR1763762
Alistipes shahii,0.496838302,0.565770863,0.187441483,ERR1763762
Blautia glucerasea,0.496838302,3.684582744,2.890652951,ERR1763762
Butyricicoccus desmolans,0.406504065,0.862800566,1.085757343,ERR1763762
[Clostridium] clariflavum,0.331225534,0.304101839,-0.123259356,ERR1763762
[Clostridium] viride,0.316169828,0.282885431,-0.16048182,ERR1763762
Blautia luti,0.316169828,0.226308345,-0.482409915,ERR1763762
[Eubacterium] sulci,0.27100271,0.219236209,-0.305821183,ERR1763762
Anaerotruncus colihominis,0.27100271,0.332390382,0.294571358,ERR1763762
Ruminococcus sp. DSM 100440,0.240891298,0.374823197,0.637827962,ERR1763762
Christensenella minuta,0.195724179,0.26874116,0.457395303,ERR1763762
Odoribacter splanchnicus,0.180668473,0.792079208,2.132299929,ERR1763762
Bacteroides luti,0.165612767,3.684582744,4.475615451,ERR1763762
Bacteroides uniformis,10.53899428,5.940320501,-0.827124523,ERR1763763
Parabacteroides johnsonii,4.125263475,1.399889482,-1.559173331,ERR1763763
[Clostridium] leptum,2.815417043,1.473567876,-0.934035126,ERR1763763
Oscillibacter valericigenes,2.725082806,0.368391969,-2.886986553,ERR1763763
Bacteroides ovatus,2.408912978,0.497329158,-2.276109354,ERR1763763
Blautia obeum,2.273411623,0.331552772,-2.777548499,ERR1763763
Bacteroides caccae,2.152965974,1.980106834,-0.120747248,ERR1763763
[Clostridium] neopropionicum,1.505570611,0.221035181,-2.76796245,ERR1763763
Alistipes putredinis,1.189400783,4.485172223,1.914928453,ERR1763763
Alistipes finegoldii,0.903342367,1.584085467,0.810305398,ERR1763763
Akkermansia muciniphila,0.782896718,4.448333026,2.5063709,ERR1763763
Blautia coccoides,0.707618187,0.147356788,-2.263657613,ERR1763763
Parasutterella excrementihominis,0.647395363,4.116780254,2.668797505,ERR1763763
Porphyromonas catoniae,0.602228245,0.267084178,-1.173015861,ERR1763763
Alistipes shahii,0.496838302,0.893350525,0.846449962,ERR1763763
Blautia glucerasea,0.496838302,4.393074231,3.144382576,ERR1763763
Butyricicoccus desmolans,0.406504065,1.132805305,1.478558242,ERR1763763
[Clostridium] viride,0.316169828,0.294713575,-0.101386184,ERR1763763
Blautia luti,0.316169828,0.11972739,-1.400946466,ERR1763763
[Eubacterium] sulci,0.27100271,0.313133174,0.208469079,ERR1763763
Anaerotruncus colihominis,0.27100271,0.349972371,0.368933751,ERR1763763
Ruminococcus sp. DSM 100440,0.240891298,0.276293977,0.197821835,ERR1763763
Christensenella minuta,0.195724179,0.138146988,-0.502617884,ERR1763763
Odoribacter splanchnicus,0.180668473,1.077546509,2.576333458,ERR1763763
Bacteroides luti,0.165612767,10.98729048,6.051877948,ERR1763763
Bacteroides dorei,0.120445649,0.156566587,0.37839408,ERR1763763
Bacteroides uniformis,10.53899428,9.128965922,-0.207213845,ERR1763765
Parabacteroides johnsonii,4.125263475,0.80052879,-2.365461072,ERR1763765
[Clostridium] leptum,2.815417043,1.542303173,-0.868262256,ERR1763765
Oscillibacter valericigenes,2.725082806,0.330493537,-3.043606105,ERR1763765
Bacteroides ovatus,2.408912978,0.323149236,-2.89810979,ERR1763765
Blautia obeum,2.273411623,0.293772033,-2.952089959,ERR1763765
Bacteroides caccae,2.152965974,1.476204465,-0.54443296,ERR1763765
[Clostridium] neopropionicum,1.505570611,0.146886016,-3.357541409,ERR1763765
Alistipes putredinis,1.189400783,4.252350176,1.838025476,ERR1763765
Alistipes finegoldii,0.903342367,0.80052879,-0.174319585,ERR1763765
Akkermansia muciniphila,0.782896718,4.678319624,2.57909653,ERR1763765
Blautia coccoides,0.707618187,0.190951821,-1.889762448,ERR1763765
Parasutterella excrementihominis,0.647395363,4.156874266,2.682780174,ERR1763765
Porphyromonas catoniae,0.602228245,0.337837838,-0.833979453,ERR1763765
Alistipes shahii,0.496838302,1.035546416,1.059543919,ERR1763765
Blautia glucerasea,0.496838302,2.629259694,2.403808344,ERR1763765
Butyricicoccus desmolans,0.406504065,1.064923619,1.389408274,ERR1763765
[Clostridium] viride,0.316169828,0.345182139,0.126658115,ERR1763765
Blautia luti,0.316169828,0.132197415,-1.258005736,ERR1763765
[Eubacterium] sulci,0.27100271,0.161574618,-0.746106697,ERR1763765
Anaerotruncus colihominis,0.27100271,0.337837838,0.31802364,ERR1763765
Ruminococcus sp. DSM 100440,0.240891298,0.249706228,0.051849527,ERR1763765
Christensenella minuta,0.195724179,0.220329025,0.170837563,ERR1763765
Odoribacter splanchnicus,0.180668473,1.366039953,2.918582996,ERR1763765
Bacteroides luti,0.165612767,12.75705053,6.267337106,ERR1763765
Bacteroides dorei,0.120445649,0.198296122,0.719274188,ERR1763765
Bacteroides uniformis,10.53899428,6.917957609,-0.607319121,ERR1763766
Parabacteroides johnsonii,4.125263475,0.234886192,-4.134452454,ERR1763766
[Clostridium] leptum,2.815417043,1.55472289,-0.856691181,ERR1763766
Oscillibacter valericigenes,2.725082806,0.4138471,-2.719130315,ERR1763766
Bacteroides ovatus,2.408912978,0.318774118,-2.917775875,ERR1763766
Blautia obeum,2.273411623,0.777361445,-1.548201461,ERR1763766
Bacteroides caccae,2.152965974,1.705721157,-0.335943698,ERR1763766
[Clostridium] neopropionicum,1.505570611,0.352329288,-2.09531406,ERR1763766
Alistipes putredinis,1.189400783,4.859907164,2.030693825,ERR1763766
Alistipes finegoldii,0.903342367,1.672165986,0.888373285,ERR1763766
Akkermansia muciniphila,0.782896718,4.541133046,2.536158405,ERR1763766
Blautia coccoides,0.707618187,0.307589061,-1.201966932,ERR1763766
Parasutterella excrementihominis,0.647395363,3.62955092,2.487072119,ERR1763766
Porphyromonas catoniae,0.602228245,0.341144231,-0.819928551,ERR1763766
Alistipes shahii,0.496838302,1.10732062,1.156224707,ERR1763766
Blautia glucerasea,0.496838302,5.35764219,3.430749932,ERR1763766
Butyricicoccus desmolans,0.406504065,1.180023489,1.537473893,ERR1763766
[Clostridium] viride,0.316169828,0.190145965,-0.733592375,ERR1763766
Blautia luti,0.316169828,0.262848834,-0.266466365,ERR1763766
[Eubacterium] sulci,0.27100271,0.24047872,-0.172398041,ERR1763766
Anaerotruncus colihominis,0.27100271,0.452994799,0.741187207,ERR1763766
Eggerthella lenta,0.27100271,0.167775851,-0.6917722,ERR1763766
Ruminococcus sp. DSM 100440,0.240891298,0.609585594,1.339446531,ERR1763766
Christensenella minuta,0.195724179,0.184553437,-0.084783393,ERR1763766
Odoribacter splanchnicus,0.180668473,1.358984397,2.911112209,ERR1763766
Bacteroides luti,0.165612767,9.501705721,5.842300725,ERR1763766
Bacteroides dorei,0.120445649,0.106258039,-0.180810281,ERR1763766
Bacteroides uniformis,10.53899428,7.695542473,-0.453642266,ERR1763767
Parabacteroides johnsonii,4.125263475,1.145920942,-1.84797875,ERR1763767
[Clostridium] leptum,2.815417043,1.524390244,-0.885116362,ERR1763767
Oscillibacter valericigenes,2.725082806,0.431034483,-2.660424875,ERR1763767
Bacteroides ovatus,2.408912978,0.336417157,-2.840059087,ERR1763767
Blautia obeum,2.273411623,0.262825904,-3.112679542,ERR1763767
Bacteroides caccae,2.152965974,7.338099243,1.769080897,ERR1763767
[Clostridium] neopropionicum,1.505570611,0.199747687,-2.914059669,ERR1763767
Alistipes putredinis,1.189400783,4.415475189,1.892333777,ERR1763767
Alistipes finegoldii,0.903342367,3.8372582,2.086731066,ERR1763767
Clostridium tertium,0.828063836,0.641295206,-0.368753368,ERR1763767
Akkermansia muciniphila,0.782896718,5.088309504,2.700292527,ERR1763767
Blautia coccoides,0.707618187,0.126156434,-2.487757343,ERR1763767
Parasutterella excrementihominis,0.647395363,3.479814971,2.42629166,ERR1763767
[Clostridium] saccharolyticum,0.602228245,0.157695542,-1.933168492,ERR1763767
Porphyromonas catoniae,0.602228245,0.336417157,-0.840059087,ERR1763767
Alistipes shahii,0.496838302,1.030277544,1.052184733,ERR1763767
Blautia glucerasea,0.496838302,2.050042052,2.044805202,ERR1763767
Butyricicoccus desmolans,0.406504065,1.030277544,1.34169135,ERR1763767
[Clostridium] viride,0.316169828,0.157695542,-1.003557819,ERR1763767
[Eubacterium] sulci,0.27100271,0.27333894,0.012383724,ERR1763767
Anaerotruncus colihominis,0.27100271,0.378469302,0.481869008,ERR1763767
Ruminococcus sp. DSM 100440,0.240891298,0.157695542,-0.611240397,ERR1763767
Christensenella minuta,0.195724179,0.157695542,-0.311680115,ERR1763767
Odoribacter splanchnicus,0.180668473,1.187973087,2.717085469,ERR1763767
Bacteroides luti,0.165612767,9.283010934,5.808707017,ERR1763767
Bacteroides dorei,0.120445649,0.105130362,-0.196202897,ERR1763767
Bacteroides uniformis,10.53899428,6.84115929,-0.623424472,ERR1763768
Parabacteroides johnsonii,4.125263475,1.078409346,-1.93558136,ERR1763768
[Clostridium] leptum,2.815417043,1.027858908,-1.4537064,ERR1763768
Oscillibacter valericigenes,2.725082806,0.629072119,-2.115002743,ERR1763768
Bacteroides ovatus,2.408912978,0.589755111,-2.030194355,ERR1763768
Blautia obeum,2.273411623,0.365086497,-2.638548704,ERR1763768
Bacteroides caccae,2.152965974,3.976634464,0.885222435,ERR1763768
Alistipes putredinis,1.189400783,3.487980229,1.552156932,ERR1763768
Alistipes finegoldii,0.903342367,4.678723882,2.372770312,ERR1763768
Clostridium tertium,0.828063836,0.224668614,-1.881943397,ERR1763768
Akkermansia muciniphila,0.782896718,2.179285554,1.476961346,ERR1763768
Blautia coccoides,0.707618187,0.123567738,-2.517669011,ERR1763768
Parasutterella excrementihominis,0.647395363,6.03235228,3.220001745,ERR1763768
[Clostridium] saccharolyticum,0.602228245,0.129184453,-2.220877917,ERR1763768
Porphyromonas catoniae,0.602228245,0.561671534,-0.100583683,ERR1763768
Alistipes shahii,0.496838302,0.780723433,0.652035175,ERR1763768
Blautia glucerasea,0.496838302,1.78611548,1.845977058,ERR1763768
Butyricicoccus desmolans,0.406504065,0.921141317,1.180152725,ERR1763768
[Clostridium] viride,0.316169828,0.196585037,-0.685546184,ERR1763768
[Eubacterium] sulci,0.27100271,0.106717592,-1.344509266,ERR1763768
Anaerotruncus colihominis,0.27100271,0.263985621,-0.037847928,ERR1763768
Ruminococcus sp. DSM 100440,0.240891298,0.16850146,-0.515621182,ERR1763768
Christensenella minuta,0.195724179,0.179734891,-0.122951496,ERR1763768
Odoribacter splanchnicus,0.180668473,1.117726354,2.629150342,ERR1763768
Bacteroides luti,0.165612767,10.33475623,5.963546654,ERR1763768
Bacteroides dorei,0.120445649,0.151651314,0.332375724,ERR1763768
Bacteroides uniformis,10.53899428,6.100750512,-0.788678561,ERR1763769
Parabacteroides johnsonii,4.125263475,0.784625881,-2.394409436,ERR1763769
[Clostridium] leptum,2.815417043,1.37593814,-1.032933032,ERR1763769
Oscillibacter valericigenes,2.725082806,1.182624517,-1.204307979,ERR1763769
Bacteroides ovatus,2.408912978,0.289970434,-3.054404563,ERR1763769
Blautia obeum,2.273411623,0.329770298,-2.785325554,ERR1763769
Bacteroides caccae,2.152965974,5.020468501,1.221496481,ERR1763769
Alistipes putredinis,1.189400783,2.501705708,1.072677156,ERR1763769
Alistipes finegoldii,0.903342367,7.51080282,3.055622346,ERR1763769
Clostridium tertium,0.828063836,0.619740732,-0.418077198,ERR1763769
Akkermansia muciniphila,0.782896718,3.769615647,2.267523532,ERR1763769
Blautia coccoides,0.707618187,0.125085285,-2.500059043,ERR1763769
Parasutterella excrementihominis,0.647395363,6.515806232,3.331224764,ERR1763769
[Clostridium] saccharolyticum,0.602228245,0.216056402,-1.478902391,ERR1763769
Porphyromonas catoniae,0.602228245,0.540141005,-0.156974296,ERR1763769
Alistipes shahii,0.496838302,0.614055038,0.305591573,ERR1763769
Blautia glucerasea,0.496838302,1.347509666,1.43944732,ERR1763769
Butyricicoccus desmolans,0.406504065,0.932453946,1.197762693,ERR1763769
[Clostridium] viride,0.316169828,0.341141688,0.109671363,ERR1763769
Anaerotruncus colihominis,0.27100271,0.136456675,-0.98986431,ERR1763769
Ruminococcus sp. DSM 100440,0.240891298,0.244484876,0.021362945,ERR1763769
Christensenella minuta,0.195724179,0.170570844,-0.198450932,ERR1763769
Odoribacter splanchnicus,0.180668473,1.950193314,3.432200456,ERR1763769
Bacteroides luti,0.165612767,4.525813054,4.772291192,ERR1763769
Bacteroides dorei,0.120445649,0.113713896,-0.082973715,ERR1763769
Bacteroides uniformis,10.53899428,7.787512168,-0.436502782,ERR1763770
[Clostridium] leptum,2.815417043,1.52968989,-0.880109433,ERR1763770
Oscillibacter valericigenes,2.725082806,1.258517591,-1.114574687,ERR1763770
Bacteroides ovatus,2.408912978,0.396328744,-2.603612768,ERR1763770
Blautia obeum,2.273411623,0.222500348,-3.352979426,ERR1763770
Bacteroides caccae,2.152965974,0.556250869,-1.952517929,ERR1763770
Alistipes putredinis,1.189400783,1.20984564,0.024588061,ERR1763770
Alistipes finegoldii,0.903342367,5.152273675,2.51186445,ERR1763770
Clostridium tertium,0.828063836,0.361563065,-1.195494682,ERR1763770
Akkermansia muciniphila,0.782896718,4.074537616,2.379742449,ERR1763770
Blautia coccoides,0.707618187,0.139062717,-2.347235444,ERR1763770
Parasutterella excrementihominis,0.647395363,6.605479071,3.350944262,ERR1763770
[Clostridium] saccharolyticum,0.602228245,0.597969684,-0.010238027,ERR1763770
Porphyromonas catoniae,0.602228245,0.28507857,-1.078950777,ERR1763770
Alistipes shahii,0.496838302,0.292031706,-0.766651383,ERR1763770
Blautia glucerasea,0.496838302,0.6396885,0.36459315,ERR1763770
Butyricicoccus desmolans,0.406504065,0.862188847,1.084734121,ERR1763770
[Clostridium] viride,0.316169828,0.173828397,-0.86303592,ERR1763770
[Eubacterium] sulci,0.27100271,0.208594076,-0.377609093,ERR1763770
Ruminococcus sp. DSM 100440,0.240891298,0.20164094,-0.256593692,ERR1763770
Christensenella minuta,0.195724179,0.166875261,-0.230051904,ERR1763770
Odoribacter splanchnicus,0.180668473,4.394381866,4.604243561,ERR1763770
Bacteroides luti,0.165612767,4.234459741,4.676292112,ERR1763770
Bacteroides dorei,0.120445649,0.215547212,0.839621624,ERR1763770
Bacteroides uniformis,10.53899428,4.872637634,-1.112962357,ERR1763771
[Clostridium] leptum,2.815417043,0.887428102,-1.665646498,ERR1763771
Oscillibacter valericigenes,2.725082806,1.010682005,-1.430970922,ERR1763771
Bacteroides ovatus,2.408912978,0.468364832,-2.362677621,ERR1763771
Blautia obeum,2.273411623,0.213640099,-3.411604561,ERR1763771
Bacteroides caccae,2.152965974,2.111750205,-0.027886328,ERR1763771
Ruminococcus callidus,2.107798856,1.306491372,-0.690039602,ERR1763771
Alistipes putredinis,1.189400783,1.306491372,0.135462667,ERR1763771
Alistipes finegoldii,0.903342367,4.453574363,2.301618906,ERR1763771
Clostridium tertium,0.828063836,0.41906327,-0.982573912,ERR1763771
Akkermansia muciniphila,0.782896718,3.38537387,2.112421269,ERR1763771
Parasutterella excrementihominis,0.647395363,4.634346754,2.839647058,ERR1763771
[Clostridium] saccharolyticum,0.602228245,0.164338537,-1.87363954,ERR1763771
Porphyromonas catoniae,0.602228245,0.28759244,-1.066284618,ERR1763771
Alistipes shahii,0.496838302,0.451930978,-0.136673946,ERR1763771
Butyricicoccus desmolans,0.406504065,0.509449466,0.325669268,ERR1763771
[Clostridium] clariflavum,0.331225534,0.320460148,-0.04766894,ERR1763771
[Clostridium] viride,0.316169828,0.197206245,-0.680994462,ERR1763771
[Eubacterium] sulci,0.27100271,0.115036976,-1.236209619,ERR1763771
Christensenella minuta,0.195724179,0.106820049,-0.87363954,ERR1763771
Odoribacter splanchnicus,0.180668473,1.815940838,3.329300519,ERR1763771
Bacteroides luti,0.165612767,2.30895645,3.801355161,ERR1763771
Bacteroides dorei,0.120445649,0.123253903,0.033251056,ERR1763771
Bacteroides uniformis,10.53899428,10.40411975,-0.018582289,ERR1763772
[Clostridium] leptum,2.815417043,1.379069564,-1.02965341,ERR1763772
Oscillibacter valericigenes,2.725082806,0.837915685,-1.701423084,ERR1763772
Bacteroides ovatus,2.408912978,0.410229554,-2.553878941,ERR1763772
Blautia obeum,2.273411623,0.619708475,-1.875197318,ERR1763772
Bacteroides caccae,2.152965974,6.118530156,1.506859599,ERR1763772
Ruminococcus callidus,2.107798856,0.113467749,-4.215382997,ERR1763772
Alistipes putredinis,1.189400783,1.571091909,0.40153265,ERR1763772
Alistipes finegoldii,0.903342367,4.861656629,2.428103224,ERR1763772
Clostridium tertium,0.828063836,0.436414419,-0.924043222,ERR1763772
Akkermansia muciniphila,0.782896718,4.896569783,2.644877545,ERR1763772
Parasutterella excrementihominis,0.647395363,7.305577376,3.49627936,ERR1763772
Porphyromonas catoniae,0.602228245,0.331674959,-0.860540279,ERR1763772
Alistipes shahii,0.496838302,0.401501266,-0.307371861,ERR1763772
Blautia glucerasea,0.496838302,0.506240726,0.027047178,ERR1763772
Butyricicoccus desmolans,0.406504065,0.794274243,0.96636744,ERR1763772
[Clostridium] clariflavum,0.331225534,0.139652614,-1.245971316,ERR1763772
[Clostridium] viride,0.316169828,0.279305228,-0.178857121,ERR1763772
[Eubacterium] sulci,0.27100271,0.261848651,-0.049574104,ERR1763772
Ruminococcus sp. DSM 100440,0.240891298,0.401501266,0.737022258,ERR1763772
Christensenella minuta,0.195724179,0.122196037,-0.679624494,ERR1763772
Odoribacter splanchnicus,0.180668473,1.091036048,2.594282086,ERR1763772
Bacteroides luti,0.165612767,1.719472811,3.376080503,ERR1763772
Bacteroides dorei,0.120445649,0.157109191,0.383385304,ERR1763772
Bifidobacterium catenulatum,27.77777778,0.438416221,-5.985486199,ERR1763773
Bacteroides uniformis,10.53899428,57.4827602,2.447392139,ERR1763773
Collinsella aerofaciens,5.525444143,0.260309631,-4.407789838,ERR1763773
Parabacteroides johnsonii,4.125263475,0.922500799,-2.160864199,ERR1763773
[Clostridium] leptum,2.815417043,0.685025346,-2.039119368,ERR1763773
Oscillibacter valericigenes,2.725082806,0.379047358,-2.845850055,ERR1763773
Bacteroides ovatus,2.408912978,8.037630726,1.73838802,ERR1763773
Blautia obeum,2.273411623,1.602959309,-0.504121118,ERR1763773
Bacteroides caccae,2.152965974,3.726537882,0.791510406,ERR1763773
Ruminococcus callidus,2.107798856,4.110152076,0.963454575,ERR1763773
Streptococcus salivarius,1.565793436,0.159839247,-3.2922003,ERR1763773
Alistipes putredinis,1.189400783,2.242316299,0.914754867,ERR1763773
Alistipes finegoldii,0.903342367,1.233045623,0.448881403,ERR1763773
Akkermansia muciniphila,0.782896718,2.854272275,1.866229063,ERR1763773
Blautia coccoides,0.707618187,0.653057496,-0.115761114,ERR1763773
Parasutterella excrementihominis,0.647395363,0.557153948,-0.216571016,ERR1763773
[Clostridium] saccharolyticum,0.602228245,0.182673426,-1.721043599,ERR1763773
Blautia glucerasea,0.496838302,4.557701968,3.197458287,ERR1763773
Butyricicoccus desmolans,0.406504065,0.100470384,-2.016499482,ERR1763773
[Clostridium] clariflavum,0.331225534,0.187240261,-0.822923213,ERR1763773
[Clostridium] viride,0.316169828,0.100470384,-1.653929403,ERR1763773
Ruminococcus sp. DSM 100440,0.240891298,0.424715714,0.818115212,ERR1763773
Odoribacter splanchnicus,0.180668473,0.328812166,0.863918902,ERR1763773
Bacteroides luti,0.165612767,0.342512673,1.048343473,ERR1763773
Bifidobacterium catenulatum,27.77777778,2.18487395,-3.668309233,ERR1763774
Bacteroides uniformis,10.53899428,40.37647059,1.937777607,ERR1763774
Collinsella aerofaciens,5.525444143,3.56302521,-0.632987744,ERR1763774
Parabacteroides johnsonii,4.125263475,2.117647059,-0.962024105,ERR1763774
[Clostridium] leptum,2.815417043,0.356302521,-2.982174046,ERR1763774
Oscillibacter valericigenes,2.725082806,0.154621849,-4.139483971,ERR1763774
Bacteroides ovatus,2.408912978,11.12605042,2.207487366,ERR1763774
Blautia obeum,2.273411623,1.048739496,-1.116202561,ERR1763774
