Genus,humanPer,mousePer,reduced_pct,mouse
Porphyromonas,0.615708064,0.527704485,-0.222516218,ERR1763818
Butyricicoccus,0.405466286,0.299507951,-0.436987658,ERR1763818
Eubacterium,0.360414477,0.570491336,0.662548015,ERR1763818
[Eubacterium] sulci[genus],0.270310857,0.192540826,-0.489455078,ERR1763818
Anaerotruncus,0.270310857,0.477786494,0.82174661,ERR1763818
Eggerthella,0.270310857,0.228196534,-0.24434258,ERR1763818
Odoribacter,0.180207238,1.21942523,2.758472435,ERR1763818
Bacteroides,15.52785704,59.19897194,1.930713382,ERR1763819
Ruminiclostridium,4.355008259,1.784821875,-1.286895354,ERR1763819
Blautia,4.144766481,0.37124295,-3.480855288,ERR1763819
Parabacteroides,4.129749212,2.82715785,-0.546701737,ERR1763819
Alistipes,3.348851179,3.405440137,0.024175007,ERR1763819
Ruminococcus,2.898333083,0.207039337,-3.807246591,ERR1763819
Oscillibacter,2.718125845,0.7424859,-1.872176718,ERR1763819
Tyzzerella,2.372728638,0.1142286,-4.376551297,ERR1763819
Lachnoclostridium,1.291485208,4.633397587,1.843039364,ERR1763819
Clostridium,1.156329779,0.763903762,-0.598090103,ERR1763819
Akkermansia,0.780898033,3.955165275,2.340531899,ERR1763819
Parasutterella,0.645742604,4.626258299,2.840814699,ERR1763819
Porphyromonas,0.615708064,0.328407225,-0.906760598,ERR1763819
Butyricicoccus,0.405466286,0.849575212,1.067159712,ERR1763819
Eubacterium,0.360414477,0.5140287,0.512191952,ERR1763819
[Eubacterium] sulci[genus],0.270310857,0.149925037,-0.850378128,ERR1763819
Anaerotruncus,0.270310857,0.328407225,0.280866405,ERR1763819
Eggerthella,0.270310857,0.321267937,0.249157546,ERR1763819
Odoribacter,0.180207238,0.94238595,2.386661069,ERR1763819
Bacteroides,15.52785704,62.38451814,2.006329302,ERR1763821
Ruminiclostridium,4.355008259,1.667801225,-1.384728102,ERR1763821
Blautia,4.144766481,0.539725761,-2.940992368,ERR1763821
Parabacteroides,4.129749212,3.204317806,-0.366036931,ERR1763821
Alistipes,3.348851179,3.199455412,-0.065839904,ERR1763821
Ruminococcus,2.898333083,0.170183799,-4.090057798,ERR1763821
Oscillibacter,2.718125845,0.60779928,-2.16094538,ERR1763821
Lachnoclostridium,1.291485208,2.426334727,0.909747473,ERR1763821
Clostridium,1.156329779,0.763395896,-0.59904957,ERR1763821
Akkermansia,0.780898033,3.782942721,2.276302849,ERR1763821
Parasutterella,0.645742604,5.173587474,3.002133903,ERR1763821
Porphyromonas,0.615708064,0.44734027,-0.460873826,ERR1763821
Butyricicoccus,0.405466286,0.656423223,0.695044317,ERR1763821
Eubacterium,0.360414477,0.408441116,0.180471144,ERR1763821
[Eubacterium] sulci[genus],0.270310857,0.184770981,-0.548881266,ERR1763821
Anaerotruncus,0.270310857,0.267431683,-0.015449066,ERR1763821
Eggerthella,0.270310857,0.437615482,0.695044317,ERR1763821
Odoribacter,0.180207238,0.899542935,2.319535182,ERR1763821
Bacteroides,15.52785704,53.66240889,1.789053078,ERR1763822
Ruminiclostridium,4.355008259,1.782492603,-1.288779365,ERR1763822
Blautia,4.144766481,0.28866277,-3.843833869,ERR1763822
Parabacteroides,4.129749212,4.474272931,0.11559909,ERR1763822
Alistipes,3.348851179,6.090784441,0.862961782,ERR1763822
Ruminococcus,2.898333083,0.173197662,-4.064732043,ERR1763822
Oscillibacter,2.718125845,0.736090063,-1.884658052,ERR1763822
Tyzzerella,2.372728638,0.115465108,-4.361018255,ERR1763822
Lachnoclostridium,1.291485208,3.62271776,1.488041292,ERR1763822
Clostridium,1.156329779,1.125784802,-0.038621829,ERR1763822
Akkermansia,0.780898033,4.301075269,2.461491296,ERR1763822
Parasutterella,0.645742604,4.149527315,2.683915884,ERR1763822
Porphyromonas,0.615708064,0.512376416,-0.265042392,ERR1763822
Butyricicoccus,0.405466286,0.750523201,0.888314709,ERR1763822
Eubacterium,0.360414477,0.440210724,0.28853733,ERR1763822
[Eubacterium] sulci[genus],0.270310857,0.295879339,0.130389496,ERR1763822
Anaerotruncus,0.270310857,0.346395324,0.357799993,ERR1763822
Eggerthella,0.270310857,0.209280508,-0.369181513,ERR1763822
Christensenella,0.195224508,0.115465108,-0.757677225,ERR1763822
Odoribacter,0.180207238,2.027855957,3.492226313,ERR1763822
Bacteroides,15.52785704,52.0529017,1.745119849,ERR1763823
Ruminiclostridium,4.355008259,3.566258718,-0.288264086,ERR1763823
Blautia,4.144766481,5.026977234,0.278400334,ERR1763823
Parabacteroides,4.129749212,5.856033689,0.50386968,ERR1763823
Alistipes,3.348851179,6.270561916,0.904928466,ERR1763823
Ruminococcus,2.898333083,0.302671404,-3.259399119,ERR1763823
Oscillibacter,2.718125845,0.348730096,-2.96242947,ERR1763823
Tyzzerella,2.372728638,0.197394394,-3.58739419,ERR1763823
Lachnoclostridium,1.291485208,5.612580603,2.119633139,ERR1763823
Clostridium,1.156329779,1.342281879,0.215134764,ERR1763823
Akkermansia,0.780898033,6.987761548,3.161624295,ERR1763823
Parasutterella,0.645742604,4.553230688,2.817859435,ERR1763823
Porphyromonas,0.615708064,0.473746546,-0.378131041,ERR1763823
Butyricicoccus,0.405466286,0.638241874,0.654521302,ERR1763823
Eubacterium,0.360414477,0.302671404,-0.251904582,ERR1763823
[Eubacterium] sulci[genus],0.270310857,0.184234768,-0.553074117,ERR1763823
Anaerotruncus,0.270310857,0.460586919,0.768853978,ERR1763823
Eggerthella,0.270310857,0.12501645,-1.112501526,ERR1763823
Christensenella,0.195224508,0.10527701,-0.890943756,ERR1763823
Odoribacter,0.180207238,0.842216081,2.224533462,ERR1763823
Bacteroides,15.52785704,44.8216549,1.529337176,ERR1763824
Ruminiclostridium,4.355008259,2.118413905,-1.039690958,ERR1763824
Blautia,4.144766481,6.065544088,0.549346241,ERR1763824
Parabacteroides,4.129749212,5.314140865,0.363782297,ERR1763824
Alistipes,3.348851179,6.445772225,0.944686944,ERR1763824
Ruminococcus,2.898333083,0.226326272,-3.678747435,ERR1763824
Oscillibacter,2.718125845,0.371175086,-2.87244047,ERR1763824
Tyzzerella,2.372728638,0.253485425,-3.226572413,ERR1763824
Lachnoclostridium,1.291485208,5.77584646,2.161001272,ERR1763824
Clostridium,1.156329779,1.176896614,0.025434685,ERR1763824
Akkermansia,0.780898033,5.187398153,2.731805023,ERR1763824
Parasutterella,0.645742604,3.566902046,2.465640478,ERR1763824
Porphyromonas,0.615708064,0.461705595,-0.41527325,ERR1763824
Butyricicoccus,0.405466286,1.593336955,1.974397529,ERR1763824
Eubacterium,0.360414477,0.805721528,1.160624343,ERR1763824
[Eubacterium] sulci[genus],0.270310857,0.181061018,-0.578143494,ERR1763824
Anaerotruncus,0.270310857,0.497917798,0.881288125,ERR1763824
Eggerthella,0.270310857,0.135795763,-0.993180993,ERR1763824
Christensenella,0.195224508,0.126742712,-0.623231383,ERR1763824
Erysipelatoclostridium,0.180207238,0.190114068,0.077208335,ERR1763824
Odoribacter,0.180207238,1.357957632,2.913709603,ERR1763824
Bacteroides,15.52785704,54.63927957,1.815079721,ERR1763825
Ruminiclostridium,4.355008259,2.094505717,-1.056065633,ERR1763825
Blautia,4.144766481,4.553273298,0.135613234,ERR1763825
Parabacteroides,4.129749212,4.355964788,0.076938119,ERR1763825
Alistipes,3.348851179,4.406556714,0.395985508,ERR1763825
Ruminococcus,2.898333083,0.101183851,-4.840172443,ERR1763825
Oscillibacter,2.718125845,0.450268137,-2.593755957,ERR1763825
Tyzzerella,2.372728638,0.667813417,-1.829030129,ERR1763825
Lachnoclostridium,1.291485208,3.966406961,1.618801589,ERR1763825
Clostridium,1.156329779,0.632399069,-0.870645756,ERR1763825
Akkermansia,0.780898033,3.298593544,2.078644936,ERR1763825
Parasutterella,0.645742604,3.354244663,2.376956805,ERR1763825
Porphyromonas,0.615708064,0.268137205,-1.199275051,ERR1763825
Butyricicoccus,0.405466286,1.305271679,1.686696253,ERR1763825
Eubacterium,0.360414477,0.612162299,0.764257236,ERR1763825
[Eubacterium] sulci[genus],0.270310857,0.166953354,-0.695174383,ERR1763825
Anaerotruncus,0.270310857,0.419912982,0.635470929,ERR1763825
Eggerthella,0.270310857,0.156834969,-0.785372192,ERR1763825
Odoribacter,0.180207238,0.809470808,2.167322094,ERR1763825
Bacteroides,15.52785704,55.8551226,1.846830859,ERR1763826
Ruminiclostridium,4.355008259,2.777495167,-0.648891054,ERR1763826
Blautia,4.144766481,3.489673415,-0.248198795,ERR1763826
Parabacteroides,4.129749212,1.953403195,-1.080064412,ERR1763826
Alistipes,3.348851179,5.259945061,0.651381466,ERR1763826
Ruminococcus,2.898333083,0.1220877,-4.569233641,ERR1763826
Oscillibacter,2.718125845,0.452741886,-2.585851561,ERR1763826
Tyzzerella,2.372728638,0.605351511,-1.970702089,ERR1763826
Lachnoclostridium,1.291485208,3.896632414,1.593196723,ERR1763826
Clostridium,1.156329779,1.495574321,0.3711467,ERR1763826
Akkermansia,0.780898033,6.552039882,3.068738056,ERR1763826
Parasutterella,0.645742604,3.281106928,2.345151491,ERR1763826
Porphyromonas,0.615708064,0.529046699,-0.218851391,ERR1763826
Butyricicoccus,0.405466286,0.880048835,1.118001621,ERR1763826
Eubacterium,0.360414477,0.488350799,0.438260896,ERR1763826
[Eubacterium] sulci[genus],0.270310857,0.203479499,-0.409736011,ERR1763826
Anaerotruncus,0.270310857,0.493437786,0.868248736,ERR1763826
Eggerthella,0.270310857,0.172957575,-0.644201265,ERR1763826
Christensenella,0.195224508,0.106826737,-0.8698614,ERR1763826
Odoribacter,0.180207238,0.93091871,2.368998233,ERR1763826
Bacteroides,15.52785704,55.54431404,1.838780493,ERR1763827
Ruminiclostridium,4.355008259,2.630513962,-0.727330747,ERR1763827
Blautia,4.144766481,5.675839741,0.453543033,ERR1763827
Parabacteroides,4.129749212,1.639012546,-1.333227276,ERR1763827
Alistipes,3.348851179,5.109267503,0.609450207,ERR1763827
Ruminococcus,2.898333083,0.263051396,-3.46180679,ERR1763827
Oscillibacter,2.718125845,0.546337515,-2.314747855,ERR1763827
Tyzzerella,2.372728638,0.384459733,-2.625642705,ERR1763827
Lachnoclostridium,1.291485208,4.218939701,1.707849348,ERR1763827
Clostridium,1.156329779,0.961149332,-0.266720403,ERR1763827
Akkermansia,0.780898033,4.714690409,2.593956956,ERR1763827
Parasutterella,0.645742604,2.660866046,2.042864764,ERR1763827
Porphyromonas,0.615708064,0.404694456,-0.60541338,ERR1763827
Butyricicoccus,0.405466286,0.819506273,1.01517303,ERR1763827
Eubacterium,0.360414477,0.384459733,0.093175542,ERR1763827
[Eubacterium] sulci[genus],0.270310857,0.171995144,-0.652251631,ERR1763827
Anaerotruncus,0.270310857,0.515985431,0.93271087,ERR1763827
Eggerthella,0.270310857,0.161877782,-0.739714472,ERR1763827
Christensenella,0.195224508,0.141643059,-0.462874267,ERR1763827
Odoribacter,0.180207238,1.031970862,2.517673371,ERR1763827
Bacteroides,15.52785704,53.25407111,1.778033079,ERR1763828
Ruminiclostridium,4.355008259,2.315884375,-0.911112229,ERR1763828
Blautia,4.144766481,3.97813715,-0.059197806,ERR1763828
Parabacteroides,4.129749212,3.239984223,-0.350067386,ERR1763828
Alistipes,3.348851179,6.868766552,1.036384788,ERR1763828
Ruminococcus,2.898333083,0.146503634,-4.306215042,ERR1763828
Oscillibacter,2.718125845,0.309911534,-3.132683897,ERR1763828
Tyzzerella,2.372728638,0.287372514,-3.045553129,ERR1763828
Lachnoclostridium,1.291485208,4.209162112,1.704501955,ERR1763828
Clostridium,1.156329779,1.053699217,-0.134089804,ERR1763828
Akkermansia,0.780898033,3.82599876,2.292630323,ERR1763828
Parasutterella,0.645742604,3.81472925,2.562549546,ERR1763828
Porphyromonas,0.615708064,0.580379782,-0.0852492,ERR1763828
Butyricicoccus,0.405466286,0.867752296,1.097701316,ERR1763828
Eubacterium,0.360414477,0.507127965,0.492692873,ERR1763828
[Eubacterium] sulci[genus],0.270310857,0.225390207,-0.26219463,ERR1763828
Anaerotruncus,0.270310857,0.422606638,0.644695966,ERR1763828
Eggerthella,0.270310857,0.157773145,-0.776767802,ERR1763828
Odoribacter,0.180207238,0.777596213,2.109364233,ERR1763828
Bacteroides,15.52785704,44.19187504,1.508922405,ERR1763829
Ruminiclostridium,4.355008259,1.375531853,-1.662685907,ERR1763829
Blautia,4.144766481,2.541236813,-0.705759998,ERR1763829
Parabacteroides,4.129749212,5.97423792,0.53270052,ERR1763829
Alistipes,3.348851179,7.57708224,1.177976142,ERR1763829
Ruminococcus,2.898333083,0.186512794,-3.957876903,ERR1763829
Oscillibacter,2.718125845,0.483767558,-2.490226322,ERR1763829
Lachnoclostridium,1.291485208,2.547065338,0.979804849,ERR1763829
Clostridium,1.156329779,1.824328263,0.65781244,ERR1763829
Akkermansia,0.780898033,5.933438247,2.925662262,ERR1763829
Parasutterella,0.645742604,9.78609314,3.921701894,ERR1763829
Porphyromonas,0.615708064,0.512910182,-0.263540252,ERR1763829
Butyricicoccus,0.405466286,0.629480678,0.634580134,ERR1763829
Eubacterium,0.360414477,0.536224282,0.573179589,ERR1763829
Anaerotruncus,0.270310857,0.384682637,0.509049252,ERR1763829
Eggerthella,0.270310857,0.227312467,-0.249942649,ERR1763829
Odoribacter,0.180207238,2.069126304,3.521292848,ERR1763829
Bacteroides,15.52785704,39.18266864,1.335356919,ERR1763830
Ruminiclostridium,4.355008259,1.664204825,-1.387842448,ERR1763830
Blautia,4.144766481,1.614967996,-1.359785247,ERR1763830
Parabacteroides,4.129749212,3.298867553,-0.324083317,ERR1763830
Alistipes,3.348851179,5.40620384,0.690949645,ERR1763830
Ruminococcus,2.898333083,0.374199902,-2.953342318,ERR1763830
Oscillibacter,2.718125845,0.315115707,-3.108658681,ERR1763830
Tyzzerella,2.372728638,0.11816839,-4.327631042,ERR1763830
Lachnoclostridium,1.291485208,6.331856228,2.293597378,ERR1763830
Clostridium,1.156329779,7.976366322,2.786178763,ERR1763830
Akkermansia,0.780898033,7.592319055,3.281334537,ERR1763830
Parasutterella,0.645742604,8.340718858,3.69114061,ERR1763830
Porphyromonas,0.615708064,0.413589365,-0.574047376,ERR1763830
Butyricicoccus,0.405466286,0.797636632,0.976149706,ERR1763830
Eubacterium,0.360414477,0.620384047,0.783504628,ERR1763830
[Eubacterium] sulci[genus],0.270310857,0.187099951,-0.530810282,ERR1763830
Anaerotruncus,0.270310857,0.502215657,0.893687546,ERR1763830
Eggerthella,0.270310857,0.462826194,0.775851056,ERR1763830
Odoribacter,0.180207238,1.861152142,3.368467129,ERR1763830
Prevotella,0.105120889,0.334810438,1.671295125,ERR1763830
Bacteroides,15.52785704,41.09576255,1.404130903,ERR1763832
Ruminiclostridium,4.355008259,1.418704499,-1.618101332,ERR1763832
Blautia,4.144766481,1.120029867,-1.887753617,ERR1763832
Parabacteroides,4.129749212,6.234832929,0.594296728,ERR1763832
Alistipes,3.348851179,6.878850103,1.038501153,ERR1763832
Ruminococcus,2.898333083,0.25200672,-3.523689291,ERR1763832
Oscillibacter,2.718125845,0.858689565,-1.662403687,ERR1763832
Tyzzerella,2.372728638,0.112002987,-4.404938003,ERR1763832
Lachnoclostridium,1.291485208,4.004106776,1.632449327,ERR1763832
Clostridium,1.156329779,2.081388837,0.847993603,ERR1763832
Akkermansia,0.780898033,5.506813515,2.81801167,ERR1763832
Parasutterella,0.645742604,7.280194139,3.494945803,ERR1763832
Porphyromonas,0.615708064,0.50401344,-0.288784258,ERR1763832
Butyricicoccus,0.405466286,0.606682845,0.581360555,ERR1763832
Eubacterium,0.360414477,0.485346276,0.429357462,ERR1763832
[Eubacterium] sulci[genus],0.270310857,0.130670151,-1.048689835,ERR1763832
Anaerotruncus,0.270310857,0.354676125,0.391882756,ERR1763832
Eggerthella,0.270310857,0.709352249,1.391882756,ERR1763832
Odoribacter,0.180207238,4.722792608,4.711911318,ERR1763832
Prevotella,0.105120889,0.569348516,2.43726266,ERR1763832
Bifidobacterium,36.26670671,0.390863564,-6.535836829,ERR1763833
Bacteroides,15.52785704,71.90668132,2.211267087,ERR1763833
Collinsella,5.511338039,0.482472212,-3.51388486,ERR1763833
Ruminiclostridium,4.355008259,1.056553072,-2.043310218,ERR1763833
Blautia,4.144766481,11.49383168,1.471497101,ERR1763833
Parabacteroides,4.129749212,2.216929278,-0.897491426,ERR1763833
Alistipes,3.348851179,2.674972517,-0.324142195,ERR1763833
Ruminococcus,2.898333083,1.3008428,-1.155776772,ERR1763833
Oscillibacter,2.718125845,0.366434591,-2.890984647,ERR1763833
Streptococcus,2.312659558,0.250396971,-3.207263891,ERR1763833
Roseburia,1.832106923,0.311469403,-2.556341351,ERR1763833
Lachnoclostridium,1.291485208,1.954317821,0.597633985,ERR1763833
Akkermansia,0.780898033,1.923781605,1.300738945,ERR1763833
Parasutterella,0.645742604,0.451935996,-0.514840744,ERR1763833
Porphyromonas,0.615708064,0.13435935,-2.196149741,ERR1763833
Butyricicoccus,0.405466286,0.122144864,-1.730988762,ERR1763833
Odoribacter,0.180207238,0.250396971,0.474560149,ERR1763833
Bifidobacterium,36.26670671,14.8047932,-1.292581406,ERR1763834
Bacteroides,15.52785704,4.522613065,-1.779630265,ERR1763834
Collinsella,5.511338039,7.856590646,0.511500775,ERR1763834
Ruminiclostridium,4.355008259,1.894085814,-1.20117376,ERR1763834
Blautia,4.144766481,60.52377271,3.868139193,ERR1763834
Parabacteroides,4.129749212,0.164282953,-4.651799481,ERR1763834
Ruminococcus,2.898333083,0.222265172,-3.704869595,ERR1763834
Oscillibacter,2.718125845,0.144955547,-4.228929805,ERR1763834
Streptococcus,2.312659558,1.565519907,-0.562911052,ERR1763834
Roseburia,1.832106923,0.193274063,-3.244783757,ERR1763834
Lachnoclostridium,1.291485208,3.198685736,1.308448138,ERR1763834
Clostridium,1.156329779,1.082334751,-0.095406133,ERR1763834
Akkermansia,0.780898033,1.613838423,1.04729006,ERR1763834
Eggerthella,0.270310857,0.135291844,-0.998544593,ERR1763834
Erysipelatoclostridium,0.180207238,0.231928875,0.364025486,ERR1763834
Bifidobacterium,36.26670671,0.943438812,-5.264572981,ERR1763835
Bacteroides,15.52785704,64.14029703,2.046372294,ERR1763835
Collinsella,5.511338039,2.062926015,-1.417710537,ERR1763835
Ruminiclostridium,4.355008259,1.142057509,-1.931040154,ERR1763835
Blautia,4.144766481,18.97711371,2.194897858,ERR1763835
Parabacteroides,4.129749212,2.415022796,-0.774017366,ERR1763835
Alistipes,3.348851179,0.966009118,-1.793557553,ERR1763835
Ruminococcus,2.898333083,1.020177854,-1.506402714,ERR1763835
Oscillibacter,2.718125845,0.203132759,-3.74211743,ERR1763835
Streptococcus,2.312659558,0.221189004,-3.386201336,ERR1763835
Roseburia,1.832106923,0.835101341,-1.133480516,ERR1763835
Lachnoclostridium,1.291485208,1.485126168,0.20155438,ERR1763835
Akkermansia,0.780898033,1.412901187,0.85545449,ERR1763835
Parasutterella,0.645742604,1.76951203,1.45432045,ERR1763835
Odoribacter,0.180207238,0.252787433,0.488267782,ERR1763835
Bifidobacterium,36.26670671,0.563020524,-6.009314419,ERR1763836
Bacteroides,15.52785704,65.43629594,2.075232346,ERR1763836
Collinsella,5.511338039,1.027107729,-2.423815109,ERR1763836
Ruminiclostridium,4.355008259,1.113449535,-1.967639283,ERR1763836
Blautia,4.144766481,17.97348587,2.116507513,ERR1763836
Parabacteroides,4.129749212,1.431834943,-1.52818898,ERR1763836
Alistipes,3.348851179,2.507509938,-0.417410846,ERR1763836
Ruminococcus,2.898333083,0.796862914,-1.862819941,ERR1763836
Oscillibacter,2.718125845,0.38494055,-2.819904693,ERR1763836
Streptococcus,2.312659558,0.241037541,-3.262223142,ERR1763836
Roseburia,1.832106923,0.80046049,-1.194601604,ERR1763836
Lachnoclostridium,1.291485208,1.248358606,-0.048998694,ERR1763836
Clostridium,1.156329779,0.228446027,-2.339627646,ERR1763836
Akkermansia,0.780898033,2.644217797,1.75963493,ERR1763836
Parasutterella,0.645742604,0.368751462,-0.808310447,ERR1763836
Butyricicoccus,0.405466286,0.115122407,-1.816413294,ERR1763836
Odoribacter,0.180207238,0.273415718,0.601439221,ERR1763836
Bacteroides,15.52785704,59.47100584,1.937327736,ERR1763837
Collinsella,5.511338039,0.119369228,-5.52889974,ERR1763837
Ruminiclostridium,4.355008259,3.078469561,-0.500462151,ERR1763837
Blautia,4.144766481,1.859646918,-1.156262092,ERR1763837
Parabacteroides,4.129749212,6.986241126,0.758462264,ERR1763837
Alistipes,3.348851179,4.429226613,0.403388547,ERR1763837
Ruminococcus,2.898333083,0.954953823,-1.601720524,ERR1763837
Oscillibacter,2.718125845,0.816736822,-1.734669074,ERR1763837
Roseburia,1.832106923,0.703650185,-1.380573416,ERR1763837
Lachnoclostridium,1.291485208,4.781051706,1.888296888,ERR1763837
Akkermansia,0.780898033,3.486837972,2.158713243,ERR1763837
Parasutterella,0.645742604,5.038637934,2.964002671,ERR1763837
Butyricicoccus,0.405466286,0.703650185,0.79527642,ERR1763837
[Eubacterium] sulci[genus],0.270310857,0.119369228,-1.179188488,ERR1763837
Anaerotruncus,0.270310857,0.364390275,0.430864993,ERR1763837
Eggerthella,0.270310857,0.389520638,0.527080309,ERR1763837
Christensenella,0.195224508,0.138217001,-0.4981991,ERR1763837
Erysipelatoclostridium,0.180207238,0.100521455,-0.842153501,ERR1763837
Odoribacter,0.180207238,0.810454231,2.169073754,ERR1763837
Bacteroides,15.52785704,61.62947587,1.988761781,ERR1763838
Collinsella,5.511338039,0.12973534,-5.408759189,ERR1763838
Ruminiclostridium,4.355008259,2.3663726,-0.879998202,ERR1763838
Blautia,4.144766481,5.339906591,0.365523684,ERR1763838
Parabacteroides,4.129749212,3.559937727,-0.214202169,ERR1763838
Alistipes,3.348851179,4.40062273,0.394041428,ERR1763838
Ruminococcus,2.898333083,1.245459263,-1.218545568,ERR1763838
Oscillibacter,2.718125845,0.607161391,-2.162460294,ERR1763838
Roseburia,1.832106923,0.269849507,-2.763276746,ERR1763838
Lachnoclostridium,1.291485208,5.355474831,2.051983374,ERR1763838
Akkermansia,0.780898033,3.399065906,2.121932252,ERR1763838
Parasutterella,0.645742604,2.112091334,1.709641103,ERR1763838
Porphyromonas,0.615708064,0.108977686,-2.498213708,ERR1763838
Butyricicoccus,0.405466286,1.162428646,1.519488294,ERR1763838
[Eubacterium] sulci[genus],0.270310857,0.103788272,-1.380976033,ERR1763838
Anaerotruncus,0.270310857,0.254281266,-0.088194284,ERR1763838
Eggerthella,0.270310857,0.934094447,1.788948969,ERR1763838
Christensenella,0.195224508,0.176440062,-0.145956003,ERR1763838
Odoribacter,0.180207238,0.700570835,1.95887397,ERR1763838
Bacteroides,15.52785704,61.31959487,1.981489425,ERR1763839
Ruminiclostridium,4.355008259,3.530238276,-0.302909892,ERR1763839
Blautia,4.144766481,4.537205082,0.130513049,ERR1763839
Parabacteroides,4.129749212,4.818219074,0.222445818,ERR1763839
Alistipes,3.348851179,4.338153504,0.373414838,ERR1763839
Ruminococcus,2.898333083,0.409812072,-2.822189014,ERR1763839
Oscillibacter,2.718125845,0.54446461,-2.31970207,ERR1763839
Roseburia,1.832106923,0.22246941,-3.041824818,ERR1763839
Lachnoclostridium,1.291485208,4.016158305,1.636785017,ERR1763839
Akkermansia,0.780898033,4.777237867,2.61297063,ERR1763839
Parasutterella,0.645742604,3.77612552,2.547875601,ERR1763839
Porphyromonas,0.615708064,0.146361454,-2.072710809,ERR1763839
Butyricicoccus,0.405466286,1.516304666,1.902905791,ERR1763839
[Eubacterium] sulci[genus],0.270310857,0.122943622,-1.136622573,ERR1763839
Anaerotruncus,0.270310857,0.292722908,0.114916194,ERR1763839
Eggerthella,0.270310857,0.368830865,0.448339928,ERR1763839
Christensenella,0.195224508,0.181488203,-0.105258402,ERR1763839
Odoribacter,0.180207238,0.54446461,1.595181316,ERR1763839
Bacteroides,15.52785704,65.64725597,2.079875968,ERR1763840
Collinsella,5.511338039,0.137650368,-5.323322245,ERR1763840
Ruminiclostridium,4.355008259,2.040816327,-1.093529109,ERR1763840
Blautia,4.144766481,6.092524987,0.555749441,ERR1763840
Parabacteroides,4.129749212,3.483152792,-0.245660414,ERR1763840
Alistipes,3.348851179,4.189359028,0.323063264,ERR1763840
Ruminococcus,2.898333083,0.676282243,-2.099526023,ERR1763840
Oscillibacter,2.718125845,0.568555868,-2.257238227,ERR1763840
Lachnoclostridium,1.291485208,3.902088695,1.595215451,ERR1763840
Akkermansia,0.780898033,3.920043091,2.32766343,ERR1763840
Parasutterella,0.645742604,1.89718116,1.554826327,ERR1763840
Porphyromonas,0.615708064,0.179543958,-1.777909357,ERR1763840
Butyricicoccus,0.405466286,1.376503681,1.7633546,ERR1763840
[Eubacterium] sulci[genus],0.270310857,0.101741576,-1.409710109,ERR1763840
Anaerotruncus,0.270310857,0.406966306,0.590289891,ERR1763840
Eggerthella,0.270310857,0.825902208,1.611351507,ERR1763840
Christensenella,0.195224508,0.119695972,-0.705759572,ERR1763840
Odoribacter,0.180207238,0.616434257,1.774290078,ERR1763840
Bacteroides,15.52785704,65.76256592,2.082407851,ERR1763841
Ruminiclostridium,4.355008259,2.378646002,-0.872534874,ERR1763841
Blautia,4.144766481,3.185878807,-0.379599435,ERR1763841
Parabacteroides,4.129749212,4.703476483,0.187673318,ERR1763841
Alistipes,3.348851179,4.133031966,0.303534257,ERR1763841
Ruminococcus,2.898333083,0.365945539,-2.98552254,ERR1763841
Oscillibacter,2.718125845,0.269077602,-3.336518041,ERR1763841
Roseburia,1.832106923,0.150683457,-3.603910759,ERR1763841
Lachnoclostridium,1.291485208,4.789581315,1.890868428,ERR1763841
Akkermansia,0.780898033,4.348294048,2.477243421,ERR1763841
Parasutterella,0.645742604,3.928532989,2.604959555,ERR1763841
Porphyromonas,0.615708064,0.247551394,-1.314518392,ERR1763841
Butyricicoccus,0.405466286,0.914863847,1.17397509,ERR1763841
Anaerotruncus,0.270310857,0.430524163,0.67147475,ERR1763841
Eggerthella,0.270310857,0.376708643,0.478829672,ERR1763841
Odoribacter,0.180207238,0.495102788,1.458071112,ERR1763841
Bacteroides,15.52785704,63.9989388,2.043189243,ERR1763843
Ruminiclostridium,4.355008259,3.333922886,-0.38545472,ERR1763843
Blautia,4.144766481,2.935974531,-0.497451368,ERR1763843
Parabacteroides,4.129749212,4.288998939,0.054586786,ERR1763843
Alistipes,3.348851179,5.491687301,0.713583215,ERR1763843
Ruminococcus,2.898333083,0.362575168,-2.998871376,ERR1763843
Oscillibacter,2.718125845,0.442164839,-2.61995604,ERR1763843
Roseburia,1.832106923,0.123806155,-3.887348759,ERR1763843
Lachnoclostridium,1.291485208,4.067916519,1.655258953,ERR1763843
Akkermansia,0.780898033,6.349487089,3.023433973,ERR1763843
Parasutterella,0.645742604,3.07746728,2.252712398,ERR1763843
Porphyromonas,0.615708064,0.229925716,-1.421078629,ERR1763843
Butyricicoccus,0.405466286,0.840113194,1.051001763,ERR1763843
[Eubacterium] sulci[genus],0.270310857,0.123806155,-1.126536422,ERR1763843
Anaerotruncus,0.270310857,0.451008136,0.738533998,ERR1763843
Eggerthella,0.270310857,0.353731871,0.38803675,ERR1763843
Christensenella,0.195224508,0.22108242,0.179450129,ERR1763843
Odoribacter,0.180207238,0.672090555,1.89899867,ERR1763843
Bacteroides,15.52785704,61.09750905,1.976254822,ERR1763844
Ruminiclostridium,4.355008259,3.459655099,-0.332047236,ERR1763844
Blautia,4.144766481,3.896103896,-0.089258672,ERR1763844
Parabacteroides,4.129749212,5.727059825,0.471740501,ERR1763844
Alistipes,3.348851179,5.237385565,0.645180552,ERR1763844
Ruminococcus,2.898333083,0.314030232,-3.206248041,ERR1763844
Oscillibacter,2.718125845,0.526932084,-2.36692332,ERR1763844
